[RX] Plant monitoring!
[RX] Sensor ready.
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.00,1,0,0,0,0,0
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.00,1,0,0,0,0,0
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.00,1,0,0,0,0,0
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.00,1,0,0,0,0,0
[RX] 25.80,47.00,643.00,3,25.00,47.00,642.20,1,0,0,0,0,0
[RX] 25.80,47.00,643.00,3,25.00,47.00,642.40,1,0,0,0,0,0
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.40,1,0,0,0,0,0
[RX] 25.80,47.00,643.00,3,25.00,47.00,642.60,1,0,0,0,0,0
[RX] 25.80,47.00,643.00,3,25.00,47.00,642.80,1,0,0,0,0,0
[RX] 25.80,47.00,642.00,3,25.00,47.00,642.60,1,0,0,0,0,0
[RX] 25.80,47.00,643.00,3,25.00,47.00,642.60,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.80,642.80,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.60,642.80,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.40,642.80,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.20,643.00,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.00,643.00,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.00,643.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.20,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.40,1,0,0,0,0,0
[RX] 25.80,46.00,643.00,3,25.00,46.00,643.40,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.60,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.90,46.00,643.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.90,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,643.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.20,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.20,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.40,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.40,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.40,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.20,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.20,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.20,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.40,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.40,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.60,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,644.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,644.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.20,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.20,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.40,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.40,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.40,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.20,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.20,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.20,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.40,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.60,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,645.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,645.80,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.00,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,646.20,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.20,1,0,0,0,0,0
[RX] 25.80,46.00,646.00,3,25.00,46.00,646.20,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,646.40,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,646.60,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,646.60,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,646.80,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.00,647.20,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.20,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.20,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.20,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.20,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,46.20,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,46.40,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,46.60,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,46.80,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,47.00,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,47.00,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,47.00,647.00,1,0,0,0,0,0
[RX] 25.80,47.00,647.00,3,25.00,47.00,647.00,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.80,647.00,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.60,647.20,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.40,647.40,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.20,647.60,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.60,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.00,647.80,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.00,647.80,1,0,0,0,0,0
[RX] 25.80,46.00,648.00,3,25.00,46.00,647.80,1,0,0,0,0,0
[RX] 25.80,46.00,647.00,3,25.00,46.00,647.60,1,0,0,0,0,0
[RX] 25.80,46.00,0.00,3,25.00,46.00,518.20,1,0,0,0,1,0
[RX] 25.80,46.00,0.00,3,25.00,46.00,388.60,1,0,0,0,1,0
[RX] 25.80,46.00,709.00,3,25.00,46.00,400.80,1,0,0,0,0,0
[RX] 25.80,47.00,699.00,3,25.00,46.20,411.00,1,0,0,0,0,0
[RX] 25.80,47.00,694.00,3,25.00,46.40,420.40,1,0,0,0,0,0
[RX] 25.80,47.00,691.00,3,25.00,46.60,558.60,1,0,0,0,0,0
[RX] 25.80,47.00,688.00,3,25.00,46.80,696.20,1,0,0,0,0,0
